ID,Trials,Conditions,Vertical_GRF,Mtp_agl,Mtp_vel,Ankle_agl,Ankle_vel,Ankle_mom,Ankle_pow,Knee_agl,Knee_vel,Knee_mom,Knee_pow,Hip_agl,Hip_vel,Hip_mom,Hip_pow
25,4,single,1.04206696,13.30963216,441.7667791,26.86974687,-874.8454855,-0.073020964,0.445744976,-97.24205377,739.4009082,0.079765142,0.47659188,93.22020029,-407.4707548,-0.10541648,0.280828577
25,5,single,1.000367797,14.02386877,440.9889353,25.56275314,-916.696145,-0.073820891,0.442932527,-95.42288212,812.2786373,0.07422401,0.570286999,90.46610877,-456.172429,-0.101059283,0.326299931
25,6,single,1.010852373,15.20482994,468.9160591,27.49644347,-920.5792417,-0.075931052,0.466731521,-107.7476056,896.272818,0.081150702,0.559259775,98.44407455,-497.2484049,-0.106829063,0.260219239
25,1,consecutive,1.081503277,9.807165045,327.6607116,23.74081006,-866.3495445,-0.080578436,0.448621291,-97.53595032,700.9875795,0.081372488,0.483828457,86.90209361,-380.8539555,-0.104096886,0.296312149
25,2,consecutive,1.187708269,7.896989173,288.0823039,24.45664125,-921.2888179,-0.087824865,0.507345714,-91.80461096,709.9487028,0.080730485,0.450459845,85.50541984,-404.5942883,-0.117134426,0.32548594
25,3,consecutive,1.090414216,10.05365605,346.0667644,25.19274789,-907.5963718,-0.07936169,0.471273431,-95.33113516,736.628784,0.0793372,0.509056287,86.91184225,-399.8815632,-0.112472709,0.302486147
25,4,consecutive,1.087052489,8.502684589,301.0493901,24.58355733,-965.4227752,-0.078574063,0.538184919,-96.12977431,761.4218299,0.07867359,0.483900245,88.48751093,-425.4192785,-0.1068189,0.293877903
25,5,consecutive,1.144435819,7.987289249,281.4347519,24.51966941,-929.626382,-0.083648812,0.498746526,-93.25060112,698.6196396,0.083362853,0.463408441,83.34967696,-384.2252321,-0.11655209,0.32301179
25,6,consecutive,1.132650179,8.676648556,311.647466,24.98199968,-935.294865,-0.081114828,0.525087368,-92.96568474,752.7694713,0.080367088,0.489248456,84.60423178,-414.6905087,-0.110263891,0.301273814
26,1,single,1.239631223,18.20808491,554.1060149,33.17225297,-888.2653782,-0.090939341,0.428945303,-99.16980543,947.0483639,0.119551219,0.915294914,91.84594119,-516.0163422,-0.09089931,0.245502744
26,2,single,1.165961336,18.9503691,596.4436411,33.70138509,-891.39664,-0.084161195,0.427066458,-99.69694,962.3769147,0.110552562,0.964118976,91.27402644,-520.11496,-0.097436929,0.231160114
26,3,single,1.240332501,19.08390616,608.9750614,33.9384486,-881.0192172,-0.09038412,0.413711181,-102.9188689,996.3711352,0.123779437,0.897947011,91.07669369,-553.8130402,-0.093083447,0.222858032
26,4,single,1.212568748,15.69829751,507.2336323,34.04219531,-943.9358315,-0.087388067,0.502071432,-99.1166367,973.1383199,0.119652606,0.853060625,89.19687005,-558.6085274,-0.086684958,0.216989668
26,5,single,1.176376865,18.5389023,580.7919736,33.48371112,-894.7329204,-0.084761362,0.43433317,-100.1992998,1003.468805,0.120233319,0.942284529,89.536935,-536.2438961,-0.083641442,0.205548666
26,6,single,1.223149509,17.7339812,546.0954322,35.16600824,-868.3354329,-0.084647046,0.403082245,-107.0696956,955.9834626,0.123165578,0.847094088,95.85662842,-548.9795107,-0.105321602,0.247031685
26,1,consecutive,1.662130271,14.40884817,529.1148618,33.52189466,-912.8800285,-0.12872821,0.521747726,-85.0993461,904.2416239,0.139935692,0.804050933,68.98633602,-490.0201706,-0.091624407,0.217713013
